OBJECTID,HR_UID,Province,CaseCount,Deaths,Recovered,Tests,Last_Updated,GlobalID
230,1301,NB,20,0,0,1787,2020/04/04 21:51:00+00,{2262298B-D322-4528-9A7F-B32E27146617}
231,1302,NB,22,0,0,1072,2020/04/04 21:51:00+00,{E79F216A-4E7D-4F35-AA4C-45D0C63BC4A3}
232,1303,NB,38,0,0,1204,2020/04/04 21:52:00+00,{5326F84A-5117-4CEB-8B3A-486341DB99B7}
233,1304,NB,7,0,0,375,2020/04/04 21:53:00+00,{4A27B3A7-BC47-4259-90E6-17B8A17D5C43}
234,1305,NB,10,0,0,249,2020/04/04 21:53:00+00,{F8AC7A0B-7C4A-47CF-A35F-B9BF264EC5EC}
235,1306,NB,0,0,0,472,2020/04/04 21:53:59+00,{4E9C14D7-781B-4524-9532-518124E1E176}
236,4604,MB,2,,,,2020/04/04 18:13:00+00,{D8A19224-C9B9-4A06-BFC6-679C148A5886}
237,4605,MB,15,,,,2020/04/04 18:13:00+00,{F793EA97-13FB-4248-8789-0AC21493DBD9}
238,3570,ON,412,13,35,2201,2020/04/04 20:15:00+00,{E1D892E1-4D98-49AC-A11D-419439CED726}
239,3575,ON,21,2,3,426,2020/04/04 20:29:59+00,{A1FD4E38-5E00-47D1-B383-18E2DBB7CA23}
240,3595,ON,1026,25,66,0,2020/04/04 20:29:59+00,{4DE723F5-9122-4198-8112-370214E942A1}
241,4601,MB,135,,,,2020/04/04 18:11:59+00,{A0CDFFC4-754C-4399-8447-5E0753E75099}
242,4602,MB,11,,,,2020/04/04 18:11:59+00,{EC419505-075D-4485-9AF9-231729CE5F00}
243,4603,MB,9,,,,2020/04/04 18:11:59+00,{2E6C5D01-9EAD-4DD7-8F5D-E096C6228110}
244,1011,NL,193,0,0,0,2020/04/04 21:40:59+00,{6640304A-AE71-4F69-BF78-6F0B7CFB6F1C}
245,1012,NL,3,0,0,0,2020/04/04 21:40:59+00,{5D6F24CF-72A1-47DF-970E-2DE09AA50003}
246,1013,NL,1,0,0,0,2020/04/04 21:42:00+00,{A376DA2F-CB36-46DF-BD84-1A5310A7666F}
247,1014,NL,6,0,0,0,2020/04/04 21:43:00+00,{8107B17C-546A-4EDB-94F2-3781BB8FAE72}
248,1201,NS,35,0,0,0,2020/04/04 21:56:59+00,{4FB1E953-6907-4A6F-B411-5535DCBEF187}
249,1202,NS,24,0,0,0,2020/04/04 21:58:00+00,{AB1EACCC-06D6-4282-926E-F9BFCA617BB8}
250,2411,QC,43,0,,,2020/04/04 17:55:00+00,{F748416A-D2D5-4F01-9A70-27590A250062}
251,2412,QC,139,0,,,2020/04/04 17:55:00+00,{8FCD5079-9F20-41BD-AC17-CE70E059D528}
252,2414,QC,393,0,,,2020/04/04 17:55:59+00,{66500B45-6282-437A-98BD-F1A794CDD21A}
253,2415,QC,371,0,,,2020/04/04 17:55:59+00,{7770F6ED-0291-4537-B5AD-73A6D8C0CFF1}
254,2416,QC,683,0,,,2020/04/04 17:57:00+00,{12F4C9DC-E572-4CA5-8A04-304C866B182E}
255,2417,QC,2,0,,,2020/04/04 17:50:00+00,{AA77A454-CBA2-4AAB-B81B-ABFAE60A90CF}
256,2418,QC,3,0,,,2020/04/04 17:51:00+00,{865551EA-892C-447D-9E53-9377CC2B3DF1}
257,3526,ON,8,0,0,528,2020/04/04 19:44:59+00,{1CBDEDEC-661D-40EE-A114-BCDCDF131A04}
258,3527,ON,42,0,0,665,2020/04/04 19:44:59+00,{80E324E7-F238-4C6E-BD1E-61E79D9E8DF7}
259,3530,ON,221,13,28,0,2020/04/04 19:44:59+00,{61B740A1-323A-4A2E-B325-3EE64E7F18F2}
260,1100,PE,22,0,6,1268,2020/04/04 21:46:59+00,{D30254F5-5608-4473-BE78-F16CDCF121CA}
261,2413,QC,569,0,,,2020/04/04 05:55:00+00,{1E74AACE-96E8-4737-8AD1-091E85BA3E79}
262,3533,ON,15,0,5,0,2020/04/04 19:44:59+00,{B5523016-3AE9-46B4-8A1D-DBCC22F75977}
263,3534,ON,58,5,6,411,2020/04/04 19:44:59+00,{19FA5B28-D73D-4635-BBFF-598B82302CA0}
264,3535,ON,68,22,0,0,2020/04/04 20:00:00+00,{D517334A-F0F3-43D2-9D5F-5F6704EA2F3C}
265,3536,ON,131,2,0,3500,2020/04/05 00:20:00+00,{EB398676-5F21-4A15-9F7C-ADDCFFB3397F}
266,592,BC,128,0,35,0,2020/04/05 00:01:00+00,{CCF4D87D-94AF-4273-9A17-E6B1955FE52C}
267,591,BC,424,5,203,0,2020/04/05 00:01:00+00,{7FAE6981-A1B3-454B-83DD-E0CEAB68F7B0}
268,595,BC,554,28,397,0,2020/04/05 00:03:00+00,{C8AC131A-9E38-402F-8BC2-E61ED27C3965}
269,593,BC,76,2,31,0,2020/04/05 00:01:59+00,{BC10B225-E1FB-46E4-BEB3-B16068EB0379}
270,594,BC,21,0,7,0,2020/04/05 00:01:59+00,{2E748B59-889D-4791-87D0-CB72FC34F9C4}
271,471,SK,3,0,2,265,2020/04/04 22:04:00+00,{B878D14F-E8B9-4B8E-AA24-B676CB79EED2}
272,476,SK,13,0,2,1287,2020/04/04 22:08:00+00,{6419E172-0F62-4B6E-9DF9-CD1CDFB01D82}
273,475,SK,50,0,12,3274,2020/04/04 22:06:59+00,{D3A1072D-C4DE-404D-8CA3-EA7E0BBD51CD}
274,473,SK,10,1,1,833,2020/04/04 22:05:59+00,{3E6D35AF-E031-4A12-8634-F9226523517C}
275,474,SK,112,1,24,5263,2020/04/04 22:05:59+00,{E0E7B499-E789-474E-AA3A-E5EAF34117CF}
276,472,SK,43,1,14,1722,2020/04/04 22:05:00+00,{92978994-8CAE-4FD7-8974-730968AE49BA}
277,3537,ON,155,3,63,1418,2020/04/05 19:24:00+00,{ED36BFC9-F1E3-4389-95F4-61BA8B2B76C7}
278,3538,ON,20,0,0,0,2020/04/05 19:25:00+00,{553B6E2D-AE84-4BAD-8159-A5B8E6A50E93}
279,3539,ON,17,1,1,340,2020/04/05 20:06:59+00,{BFE9B056-AE29-43C2-88B2-C3BCF58B6E92}
280,3540,ON,12,1,3,409,2020/04/05 19:27:00+00,{658FC9E3-D2D4-49CF-B1D8-16E244A0AB9E}
281,3541,ON,53,0,0,1031,2020/04/06 00:14:00+00,{6E05B4A9-3375-4832-818C-E03AADC88763}
282,3542,ON,79,8,3,380,2020/04/05 19:30:00+00,{09476626-4484-4EF5-A4FC-A117A73CFBD6}
283,3543,ON,61,2,0,0,2020/04/05 19:30:00+00,{8E543502-9530-45C9-9966-F2A79C4D6874}
284,3544,ON,134,5,15,0,2020/04/05 19:30:00+00,{C19C9F49-35A2-4BB2-823C-467D625FDDDE}
285,6001,YT,6,,4,753,2020/04/05 23:16:59+00,{FFF72B78-468C-4033-8FEA-EAA5D65ACCC0}
286,6101,NT,4,0,1,1255,2020/04/05 23:34:00+00,{9B8959B2-EA0B-4471-9010-B47D0997F00B}
287,6201,NU,0,,,314,2020/04/05 23:16:59+00,{A1E4596C-5EF7-43D6-9F26-2966252A9987}
288,4831,AB,20,0,0,0,2020/04/05 23:18:00+00,{2B4C9A12-E82A-47EB-AA6C-5B7F456AC14F}
289,4832,AB,774,14,0,0,2020/04/05 23:18:00+00,{0449D1E7-75DF-4A38-8670-13D33278D77A}
290,4833,AB,67,1,0,0,2020/04/05 23:19:59+00,{A19673DC-04CA-406E-98D8-15AC9480900D}
291,4834,AB,309,4,0,0,2020/04/05 23:19:59+00,{B18044A9-6011-49EE-A4B8-84BFEFF34A0E}
292,4835,AB,77,4,0,0,2020/04/05 23:21:00+00,{C12C0E43-2362-4FF4-A6C0-E71457E1188B}
293,1307,NB,1,0,0,196,2020/04/05 17:58:00+00,{CC46D141-8BD3-41F7-9634-F12D969A8C9E}
294,2401,QC,27,0,,,2020/04/05 23:41:00+00,{86DB1D14-9691-42D6-BF5E-7015E5E75A20}
295,2402,QC,79,0,,,2020/04/05 23:42:00+00,{15D42D1E-2F56-4C93-8DC9-DFD8A6A90F85}
296,2403,QC,345,0,,,2020/04/05 23:42:59+00,{644D6E06-23B5-4E01-8FD4-608579A4FF3F}
297,2404,QC,494,0,,,2020/04/05 23:42:59+00,{0BABFA59-4A21-4D6A-9BC9-A34FE1C7294B}
298,2405,QC,518,0,,,2020/04/05 23:44:00+00,{649A2AED-0668-42EA-A809-C884809BE888}
299,2406,QC,3713,0,,,2020/04/05 23:44:00+00,{3EE6C132-8EB3-4569-8080-BCA5EDE2E0C0}
300,2407,QC,109,0,,,2020/04/05 23:45:00+00,{20B9F9BD-41A0-4B21-A4E4-DCE047101A4B}
301,2408,QC,83,0,,,2020/04/05 23:45:00+00,{A744524A-2BA3-48A7-823E-D10918D59CFE}
302,2409,QC,58,0,,,2020/04/05 23:47:00+00,{BE1C2035-26C1-47F8-BA93-25417004169A}
303,2410,QC,2,0,,,2020/04/05 17:06:59+00,{D3A2C0D7-AFEC-4CE0-9E0A-5D0133F9D657}
304,3546,ON,136,0,30,0,2020/04/05 19:31:59+00,{3E543F07-4BFC-4198-A5E0-95DB23B1AAA4}
305,3547,ON,6,0,3,355,2020/04/06 00:20:59+00,{99AD74E7-F694-4287-B732-94AF0F4F28CD}
306,3549,ON,5,0,0,387,2020/04/05 17:05:00+00,{BF547791-4479-4039-AB71-65A4A2C41739}
307,3551,ON,345,4,42,0,2020/04/06 00:17:59+00,{2AF842B2-F9CD-4917-84F4-541DD43C227A}
308,3553,ON,485,4,4,0,2020/04/05 19:34:00+00,{2E934425-7A73-458B-B6EE-D59FA2F661F8}
309,3555,ON,44,0,7,924,2020/04/06 00:19:00+00,{23514852-D920-43C8-A5AD-F52F3C0D78FD}
310,3556,ON,29,2,5,407,2020/04/05 17:05:00+00,{61D28CAD-F5CB-48D9-8069-2AF27C357ED6}
311,3557,ON,7,1,0,498,2020/04/05 19:34:59+00,{E51A9EE7-CC57-42F2-9284-4615BAD5187B}
312,3558,ON,42,0,2,0,2020/04/05 19:36:00+00,{652A24CC-F142-4D7A-AF9B-42609839126E}
313,3560,ON,71,4,20,0,2020/04/05 19:22:59+00,{15B702C4-22E4-46EA-B872-B9F46E581CC3}
314,3561,ON,26,1,9,908,2020/04/05 19:40:00+00,{508B7263-4504-484A-908D-BED818D3C120}
315,3562,ON,12,0,2,500,2020/04/05 23:26:59+00,{CB5E18F3-F02A-4D25-ADBD-9D785052FFEF}
316,3563,ON,5,0,2,178,2020/04/06 00:20:00+00,{0C4187A1-3B24-49BB-BB0A-6C7E4305E886}
317,3565,ON,172,3,29,2426,2020/04/05 19:44:59+00,{42DEE3A5-CB7E-49AA-9DBD-D705C594F236}
318,3566,ON,103,1,10,0,2020/04/05 19:44:59+00,{F600B30F-E20E-4A3E-9598-8D732C95CBAF}
319,3568,ON,184,3,0,1496,2020/04/05 19:44:59+00,{A2513980-6269-4AC8-AFD1-784BE8C9F042}
320,1203,NS,24,0,0,0,2020/04/05 18:03:00+00,{9F922A71-FFD9-4E17-8B4E-24A9750B5877}
321,1204,NS,175,0,0,0,2020/04/05 18:04:00+00,{B26767B4-7E9E-4D7C-8A82-B318D78DCDE7}
322,1301,NB,21,0,0,1826,2020/04/05 17:55:00+00,{DCD7C4BA-A3D1-409E-BC4D-7B8AE2263B5D}
323,1302,NB,23,0,0,1117,2020/04/05 17:55:00+00,{1B6E2C41-ECAD-4F41-B853-AB15EE9A9403}
324,1303,NB,39,0,0,1220,2020/04/05 17:55:59+00,{189B5F4E-9AFD-4D8E-B605-94D18A14D50C}
325,1304,NB,7,0,0,406,2020/04/05 17:57:00+00,{BA844CB9-4240-4E5F-BE8C-F84CBE426B9F}
326,1305,NB,10,0,0,271,2020/04/05 17:57:00+00,{6F915AFE-C34E-401E-9A69-8AC52EA5A22A}
327,1306,NB,0,0,0,507,2020/04/05 17:58:00+00,{3704D9BA-B60C-4CDD-BF91-593F4DE0B482}
328,4604,MB,2,,,,2020/04/05 19:09:00+00,{DDD4CB06-A4F9-40D5-9512-D06635B56C84}
329,4605,MB,17,,,,2020/04/05 19:09:00+00,{FC6338F0-7087-4300-BCC7-0BB368108E1E}
330,3570,ON,444,16,49,2658,2020/04/05 19:46:00+00,{57EBD264-10E6-4479-98E0-1792015B0782}
331,3575,ON,21,2,3,426,2020/04/05 20:29:59+00,{7401059E-11CB-473B-B7F8-6893E3BA15FE}
332,3595,ON,1232,27,69,0,2020/04/05 19:47:59+00,{8A32FC2E-DA68-4DDA-AA71-ED0F264DE93D}
333,4601,MB,147,,,,2020/04/05 19:08:00+00,{52C7853A-7CE6-4EBA-ACE1-95C078D2857A}
334,4602,MB,11,,,,2020/04/05 19:08:00+00,{4263C7F8-5418-4432-98B3-E4479537E945}
335,4603,MB,10,,,,2020/04/05 19:09:00+00,{A71942C7-BE1D-453D-BCD4-4E81F43FD920}
336,1011,NL,207,0,0,0,2020/04/05 17:31:00+00,{38C01303-C2C2-408E-9D4A-4C3721AE17C3}
337,1012,NL,3,0,0,0,2020/04/05 17:32:00+00,{E3D11339-0CA8-49E2-9A2C-FD33CA25562F}
338,1013,NL,1,0,0,0,2020/04/05 17:32:00+00,{AC6D52A4-7EFA-421F-A791-7F7A1F96F613}
339,1014,NL,6,0,0,0,2020/04/05 17:32:59+00,{3A3105F6-2FE8-4295-938B-8083525F91F9}
340,1201,NS,38,0,0,0,2020/04/05 18:01:59+00,{7A92AF13-0FDF-41F6-894F-F75B51AF4954}
341,1202,NS,25,0,0,0,2020/04/05 18:01:59+00,{E480D04C-E5A3-4309-B8E5-DE20E40F21C4}
342,2411,QC,54,0,,,2020/04/05 23:48:00+00,{751ECCFF-4972-4ACB-97EC-DD701D777648}
343,2412,QC,156,0,,,2020/04/05 23:48:00+00,{F2EBD777-CEFA-44D3-9D48-95F896AE01C0}
344,2414,QC,446,0,,,2020/04/05 23:50:00+00,{08226D27-4436-4490-9ABC-B1640C9FF5A9}
345,2415,QC,408,0,,,2020/04/05 23:50:00+00,{CB1347D4-547D-455B-A75F-CF70CBEEA164}
346,2416,QC,806,0,,,2020/04/05 23:51:00+00,{65995A45-BAA5-4CFE-BD81-B11F2AF26F8B}
347,2417,QC,2,0,,,2020/04/05 17:06:59+00,{7677949E-3B1D-4D72-B77C-2A1E5924F20E}
348,2418,QC,4,0,,,2020/04/05 17:07:59+00,{FD612C17-DEAD-4D0B-B408-EEFE346D23C5}
349,3526,ON,8,0,0,564,2020/04/05 19:15:00+00,{1C602A2A-EA5C-42A2-BA58-54CA2451FBC2}
350,3527,ON,46,0,0,665,2020/04/05 19:15:00+00,{E5B38711-5C9B-4889-9E0B-433424C77826}
351,3530,ON,232,15,34,0,2020/04/05 19:15:00+00,{56E757EB-00E5-4D7D-BE13-DA93EE78DA80}
352,1100,PE,22,0,6,1268,2020/04/05 23:35:59+00,{C245B9E0-09AB-4B61-BD15-B0864BB72F85}
353,2413,QC,640,0,,,2020/04/05 23:48:59+00,{81AAA1FE-49CF-4C90-B32B-C644E0435BCA}
354,3533,ON,19,0,8,0,2020/04/05 19:15:00+00,{62D3560C-5197-4FBB-A87A-AA2D0A51F297}
355,3534,ON,61,5,6,419,2020/04/05 19:21:00+00,{0D98792E-6686-4C7A-B5F9-2E94E20CAB7A}
356,3535,ON,68,22,0,0,2020/04/05 20:00:00+00,{9E24C630-AA6A-4B45-94CF-4CA7E9B88312}
357,3536,ON,142,2,0,3500,2020/04/06 00:20:00+00,{4B0B793D-7CD9-4702-A38D-6DDDB337814D}
358,592,BC,128,0,35,0,2020/04/06 00:01:00+00,{4500B154-6EA0-47EB-80A4-870BDEEA4BED}
359,591,BC,424,5,203,0,2020/04/06 00:01:00+00,{DB2C91CF-6991-4A1A-B623-EA10CF14C4E1}
360,595,BC,554,28,397,0,2020/04/06 00:03:00+00,{BCF0AEAB-64A6-408D-8649-FCD20DBC0C14}
361,593,BC,76,2,31,0,2020/04/06 00:01:59+00,{8E9DE861-04DE-42AE-B921-D22C37E6FB0B}
362,594,BC,21,0,7,0,2020/04/06 00:01:59+00,{80C6398E-F8F2-4537-A350-2BBB1A5568D7}
363,471,SK,3,0,2,273,2020/04/05 23:22:00+00,{91C5B0F9-C641-4932-A4B6-E674CF382DF7}
364,476,SK,15,0,2,1382,2020/04/05 23:25:00+00,{27F84C97-8FB4-45F8-BDA6-AC1600ECF4C3}
365,475,SK,51,0,13,3472,2020/04/05 23:25:00+00,{82E5F36E-59E3-4AFC-AD8D-9391602078E2}
366,473,SK,10,1,1,875,2020/04/05 23:23:00+00,{CBEE1DD9-E11F-4D86-B2D0-DF2A4EE01B57}
367,474,SK,123,1,28,5635,2020/04/05 23:23:59+00,{04A04782-4114-4219-9DBF-10C8FBAFFCC4}
368,472,SK,47,1,21,1849,2020/04/05 23:22:00+00,{476CC747-326B-4BFE-9A22-B8C7C90540FC}
369,3537,ON,170,5,71,1463,2020/04/06 20:15:00+00,{41D2253B-960C-4A07-905C-57918E97F925}
370,3538,ON,21,0,0,0,2020/04/06 20:31:00+00,{EFC2700C-991D-4DCC-BEFD-9A815040B827}
371,3539,ON,20,1,1,381,2020/04/07 00:24:00+00,{43BA9375-E3C8-47EC-A547-E81AD9D56720}
372,3540,ON,16,1,4,403,2020/04/06 20:32:59+00,{01E515EE-9D24-4907-BD66-01B9814D091B}
373,3541,ON,54,0,0,1294,2020/04/06 20:34:00+00,{7A31CAA4-6593-41C0-8BB2-E639EAD02F17}
374,3542,ON,80,8,4,380,2020/04/06 20:35:00+00,{FBB43F83-D029-44F1-92B1-56206CEC90FC}
375,3543,ON,65,3,0,0,2020/04/07 00:27:00+00,{76D8AF4E-92A2-4EC8-A602-E7E4A213A47E}
376,3544,ON,136,5,18,0,2020/04/06 20:36:59+00,{D7AA9F97-B954-4471-9E6A-B5076427B763}
377,6001,YT,7,,4,775,2020/04/06 22:50:59+00,{6AF85CCC-2A0C-4C13-942B-CAA453FEE066}
378,6101,NT,5,0,1,1255,2020/04/06 14:09:00+00,{F1DC5668-D6C4-47B7-B8B3-A11C6B41FFA1}
379,6201,NU,0,,,356,2020/04/06 21:24:59+00,{B73730E3-7944-4259-9C94-48551D10F0AC}
380,4831,AB,22,0,0,0,2020/04/06 22:47:00+00,{A9E0053B-5BAC-452B-A5EE-ECDE8A2B0616}
381,4832,AB,817,15,0,0,2020/04/06 22:47:59+00,{D83C8E80-2596-4418-824C-6AB7254A4789}
382,4833,AB,66,1,0,0,2020/04/06 22:49:00+00,{FEBAF96F-A0E0-4BEB-BA3E-4F1A75913440}
383,4834,AB,351,4,0,0,2020/04/06 22:49:00+00,{63C73B9C-64DC-4348-A314-FF833DB0E552}
384,4835,AB,89,4,0,0,2020/04/06 22:50:00+00,{FFD33343-6E34-43CF-9DF1-5515D9F12545}
385,1307,NB,1,0,0,206,2020/04/06 20:45:00+00,{2ED5B859-8852-4935-B049-783C0D57B3E0}
386,2401,QC,29,0,,,2020/04/06 21:00:00+00,{C400231E-7377-4E6A-947B-AB0E6281AB85}
387,2402,QC,93,0,,,2020/04/06 21:01:00+00,{C38F5B29-D076-4A7C-95C7-C75F783735A9}
388,2403,QC,357,0,,,2020/04/06 21:01:59+00,{1C23B280-4AE0-42CA-9B1D-839ACB97459A}
389,2404,QC,549,0,,,2020/04/06 21:07:00+00,{868A234E-7E98-4B98-8044-E65F734FD569}
390,2405,QC,548,0,,,2020/04/06 21:07:00+00,{B0BAEE78-8350-4202-8B8D-C58987C21E56}
391,2406,QC,3977,0,,,2020/04/06 21:08:00+00,{773CCA8F-96C1-4DFF-9976-468F2B14EF93}
392,2407,QC,117,0,,,2020/04/06 21:08:00+00,{D9A037D6-5C55-46E2-8D2D-5E57BEAD450A}
393,2408,QC,101,0,,,2020/04/06 21:08:59+00,{7022581B-5AD4-4A98-8061-BDFD05E08852}
394,2409,QC,68,0,,,2020/04/06 21:10:00+00,{00BBCE43-7C66-468C-BDBC-A6D8BF67E2E5}
395,2410,QC,2,0,,,2020/04/06 21:10:00+00,{8C87BCEB-544D-4B2E-BCCD-0E671CE535AC}
396,3546,ON,149,0,33,0,2020/04/06 20:38:00+00,{5ECF6B8E-EE38-4D83-ADFC-A0A8AC1B5C87}
397,3547,ON,7,0,4,435,2020/04/06 20:39:00+00,{1256D839-D934-44F3-8819-9B3603733B7B}
398,3549,ON,7,0,0,419,2020/04/06 20:50:00+00,{89DA6750-7E5F-48DA-9798-73233B9A54E4}
399,3551,ON,370,6,56,0,2020/04/07 00:29:00+00,{3E7F7867-CEC6-41D2-899A-7D195572B8D3}
400,3553,ON,557,8,4,0,2020/04/06 20:42:59+00,{4E362F12-0152-41F3-BAF6-924AFF4869AD}
401,3555,ON,44,0,10,1014,2020/04/06 20:45:00+00,{9F913DBA-F031-47D0-AA64-0159BAF2841B}
402,3556,ON,30,2,6,453,2020/04/06 20:45:00+00,{D47C221C-645B-486B-B958-B7067BB84167}
403,3557,ON,9,1,0,533,2020/04/06 20:45:00+00,{A33F5B8F-94A9-4863-A022-57B71322A216}
404,3558,ON,44,0,2,0,2020/04/06 20:48:00+00,{B52D227E-BAC0-4268-A980-6DB45C10D047}
405,3560,ON,87,5,29,0,2020/04/06 20:51:00+00,{71B9DDFB-777D-4605-B18A-B078B91F7F32}
406,3561,ON,26,1,12,947,2020/04/07 00:30:00+00,{3F423102-4CD7-435A-A736-8280F4A4DFD7}
407,3562,ON,18,0,3,526,2020/04/06 20:51:00+00,{108EA65B-02CB-4E25-8DBC-6C9F3D8D905F}
408,3563,ON,5,0,2,186,2020/04/07 00:30:59+00,{0F29D5EB-6B7F-48A4-A0B2-818D3C439956}
409,3565,ON,185,3,38,2491,2020/04/06 20:52:59+00,{984FE983-BDE2-4136-9088-1D9148B15B82}
410,3566,ON,100,1,11,0,2020/04/06 20:55:59+00,{CFB57226-226C-4422-B1E1-A3203A44636B}
411,3568,ON,204,3,0,1534,2020/04/06 20:58:00+00,{7ACBE2DD-107F-43B2-BD84-7D051A2911B8}
412,1203,NS,27,0,0,0,2020/04/06 17:44:00+00,{A36E1D88-6345-47F5-83F4-3C901B826340}
413,1204,NS,197,0,0,0,2020/04/06 17:42:00+00,{A6168B5F-72AC-4F28-AD9B-444A014956C4}
414,1301,NB,23,0,0,1875,2020/04/06 20:36:59+00,{1CDF4920-16F7-4182-AFA9-047D56E84AB8}
415,1302,NB,23,0,0,1163,2020/04/06 20:38:00+00,{09C24F6D-2B36-43BE-AD34-D9B7A7A67737}
416,1303,NB,39,0,0,1358,2020/04/06 20:39:59+00,{3BEDA6B5-FC31-413A-8B41-04B73E859418}
417,1304,NB,7,0,0,413,2020/04/06 20:42:59+00,{7DF05640-90A9-4D99-9AE4-C3DDD83455FF}
418,1305,NB,10,0,0,277,2020/04/06 20:42:59+00,{B74D771B-287A-4DAD-84F0-ABE3F2136093}
419,1306,NB,0,0,0,516,2020/04/06 20:45:00+00,{7A90FEF2-0CFC-4A1A-8D2A-7BD1442FC2A5}
420,4604,MB,2,,,,2020/04/06 21:17:00+00,{FAC80CA1-E0A9-4EDD-823F-3CE79070EB65}
421,4605,MB,19,,,,2020/04/06 21:17:00+00,{0E83AA11-F13A-4CAD-A70F-2DE4061CF7EB}
422,3570,ON,464,17,55,2898,2020/04/07 00:33:59+00,{4F18865D-170D-41D9-AB99-BC433A4DC8AE}
423,3575,ON,22,2,5,520,2020/04/06 21:01:59+00,{BFD34933-A9B0-49E3-94F8-0495CBEC9512}
424,3595,ON,1301,32,77,0,2020/04/06 21:03:00+00,{88933276-CF08-4258-8BE3-7177D4325D1E}
425,4601,MB,148,,,,2020/04/06 21:16:00+00,{88A9355D-0213-400E-BB53-E92511098332}
426,4602,MB,11,,,,2020/04/06 21:16:00+00,{DFF45829-6497-4874-AAB5-088CD39BCB16}
427,4603,MB,10,,,,2020/04/06 21:16:00+00,{95995A89-D14A-41B3-A7C8-F4B66EBEF6B7}
428,1011,NL,216,0,0,2900,2020/04/06 21:24:00+00,{53BE15E6-1DD0-4A4A-BC22-B53D065A8295}
429,1012,NL,3,0,0,247,2020/04/06 21:24:00+00,{CDF4C093-51B4-4844-87AB-60AEF7B37431}
430,1013,NL,1,0,0,363,2020/04/06 21:24:59+00,{D4F540BD-6EAE-4176-AE27-7D52C0C12996}
431,1014,NL,6,0,0,235,2020/04/06 21:26:00+00,{9F0732A7-FB9D-4B6C-A804-AAA7B675BC38}
432,1201,NS,41,0,0,0,2020/04/06 17:41:00+00,{D4C70D3A-4F36-462E-958B-6B156300DA88}
433,1202,NS,28,0,0,0,2020/04/06 17:42:59+00,{CFEA5F38-560F-483E-B8F3-685B24B42A7F}
434,2411,QC,62,0,,,2020/04/06 21:20:59+00,{F03F4504-93AB-41E2-AFB0-20390F222D51}
435,2412,QC,158,0,,,2020/04/06 21:21:59+00,{271195A3-DA73-4867-A3A5-C21093ACAA61}
436,2414,QC,491,0,,,2020/04/06 21:26:00+00,{AD90E3C7-68D1-4005-8227-DF920318655F}
437,2415,QC,413,0,,,2020/04/06 21:26:00+00,{0491AFD4-70AD-44E6-9342-6768855B71DB}
438,2416,QC,894,0,,,2020/04/06 21:27:00+00,{A5C93D89-1A3C-4331-82BD-0ACFE3630208}
439,2417,QC,5,0,,,2020/04/06 20:52:59+00,{527EFE86-8B33-4022-8FF6-EB0913196F1E}
440,2418,QC,4,0,,,2020/04/06 21:14:59+00,{7BA00FB3-7FF5-4699-B8CB-DEA4A137353A}
441,3526,ON,8,0,0,575,2020/04/06 20:02:00+00,{7C3A2C68-EEFC-4557-BE1E-710693D5110C}
442,3527,ON,46,0,0,665,2020/04/06 20:03:00+00,{C152206E-6FCA-495E-9D43-0854B1DE1936}
443,3530,ON,243,16,42,0,2020/04/06 20:03:59+00,{350C9072-94BF-4C54-AD84-6AD0B2B161F8}
444,1100,PE,22,0,8,1374,2020/04/06 20:48:59+00,{EA3547CD-1F04-408D-A2FB-76631DC1922D}
445,2413,QC,712,0,,,2020/04/06 21:24:59+00,{394149E7-8A4D-4831-B813-F094A629D339}
446,3533,ON,21,0,8,0,2020/04/06 20:15:00+00,{5CF0A4C4-B8EC-4F65-A05E-167F8578A04A}
447,3534,ON,81,5,7,448,2020/04/06 20:19:00+00,{9C3775FB-6FFB-4270-B34B-3B25E33D5824}
448,3535,ON,82,24,0,0,2020/04/06 20:19:59+00,{1EE4E605-17BF-48ED-ADBF-837FE6D5223F}
449,3536,ON,155,2,0,3500,2020/04/06 20:29:59+00,{7DD73120-17DC-402C-BC67-D948C50FC567}
450,592,BC,128,0,49,0,2020/04/07 00:08:59+00,{B14E80D8-6CCE-4C7D-8A09-256BB44EDEE8}
451,591,BC,450,7,245,0,2020/04/07 00:08:00+00,{6CE926D6-F2D3-44D3-BC63-654C5A9A3C74}
452,595,BC,586,30,448,0,2020/04/07 00:10:00+00,{A001E13D-9803-402D-8026-DEC3237CAF4D}
453,593,BC,79,2,34,0,2020/04/07 00:08:59+00,{43279D3B-A9EF-460A-93F7-2B0B887D0A51}
454,594,BC,23,0,7,0,2020/04/07 00:10:00+00,{6DCACC4E-1901-4611-9FB9-7096C8004F89}
455,471,SK,3,0,2,280,2020/04/06 21:17:59+00,{458BB7A2-8037-4F09-B4F3-D1F1F6915C3A}
456,476,SK,15,0,2,1413,2020/04/06 21:21:59+00,{3EAFDFDF-2B63-43E9-B0D2-6B895D88B918}
457,475,SK,51,0,23,3658,2020/04/06 21:20:59+00,{A7749F3F-5982-41B8-8C60-7BB5202A8C43}
458,473,SK,10,1,1,905,2020/04/06 21:20:00+00,{47D0B7DE-1A62-45EF-9D8C-050668CE310F}
459,474,SK,127,1,29,5912,2020/04/06 21:20:00+00,{C73C3AD7-C91C-40E7-B712-6DAC70762C98}
460,472,SK,47,1,24,1973,2020/04/06 21:19:00+00,{78E4FB46-65CF-4ACE-8EF1-A35E9D687E9C}
